code,name,abbr,name_eng,isin,market,market_type,security_group,sector_name,stock_kind,par_value,listed_shares,list_date,isu_cd,short_code,source_market
005030,부산주공보통주,부산주공,PusanCastIron,KR7005030002,KOSPI,KOSPI,주권,-,보통주,500.0,78782988,1975-12-26,KR7005030002,005030,KOSPI
002070,비비안보통주,비비안,VIVIEN CORPORATION,KR7002070001,KOSPI,KOSPI,주권,-,보통주,500.0,29793990,1976-07-13,KR7002070001,002070,KOSPI
100220,비상교육 보통주,비상교육,VISANG EDUCATION INC,KR7100220003,KOSPI,KOSPI,주권,-,보통주,500.0,12996741,2008-06-30,KR7100220003,100220,KOSPI
090460,비에이치보통주,비에이치,BH,KR7090460007,KOSPI,KOSPI,주권,-,보통주,500.0,34464379,2023-06-20,KR7090460007,090460,KOSPI
005180,빙그레보통주,빙그레,Binggrae,KR7005180005,KOSPI,KOSPI,주권,-,보통주,5000.0,9851241,1978-08-31,KR7005180005,005180,KOSPI
003960,사조대림보통주,사조대림,SAJODAERIM,KR7003960002,KOSPI,KOSPI,주권,-,보통주,5000.0,9164467,1976-09-16,KR7003960002,003960,KOSPI
008040,사조동아원보통주,사조동아원,SAJODONGAONE,KR7008040008,KOSPI,KOSPI,주권,-,보통주,500.0,141144600,1989-06-24,KR7008040008,008040,KOSPI
007160,사조산업보통주,사조산업,SajoIndustries,KR7007160005,KOSPI,KOSPI,주권,-,보통주,5000.0,5000000,1989-07-25,KR7007160005,007160,KOSPI
014710,사조씨푸드보통주,사조씨푸드,SAJOSEAFOOD,KR7014710008,KOSPI,KOSPI,주권,-,보통주,1000.0,17218543,2012-06-29,KR7014710008,014710,KOSPI
006090,사조오양보통주,사조오양,OYANG,KR7006090005,KOSPI,KOSPI,주권,-,보통주,5000.0,9422739,1986-12-24,KR7006090005,006090,KOSPI
062040,산일전기보통주,산일전기,SANIL ELECTRIC,KR7062040001,KOSPI,KOSPI,주권,-,보통주,500.0,30445200,2024-07-29,KR7062040001,062040,KOSPI
001470,삼부토건보통주,삼부토건,SambuEngineering&Construction,KR7001470004,KOSPI,KOSPI,주권,-,보통주,1000.0,223611824,1976-06-26,KR7001470004,001470,KOSPI
028050,삼성E&A보통주,삼성E&A,SamsungE&A,KR7028050003,KOSPI,KOSPI,주권,-,보통주,5000.0,196000000,1996-12-24,KR7028050003,028050,KOSPI
448730,삼성FN리츠보통주,삼성FN리츠,SamsungFN REIT,KR7448730002,KOSPI,KOSPI,부동산투자회사,-,보통주,500.0,77300000,2023-04-10,KR7448730002,448730,KOSPI
006405,삼성SDI1우선주,삼성SDI우,SAMSUNG SDI(1P),KR7006401004,KOSPI,KOSPI,주권,-,구형우선주,5000.0,1617896,1989-11-24,KR7006401004,006405,KOSPI
006400,삼성SDI보통주,삼성SDI,"SAMSUNG SDI CO.,LTD.",KR7006400006,KOSPI,KOSPI,주권,-,보통주,5000.0,68764530,1979-02-27,KR7006400006,006400,KOSPI
006660,삼성공조보통주,삼성공조,"SamsungClimateControlCo.,Ltd",KR7006660005,KOSPI,KOSPI,주권,-,보통주,500.0,8126314,1987-11-28,KR7006660005,006660,KOSPI
02826K,삼성물산1우선주(신형),삼성물산우B,SAMSUNG C&T CORPORATION(1PB),KR702826K016,KOSPI,KOSPI,주권,-,종류주권,100.0,1467590,2015-09-15,KR702826K016,02826K,KOSPI
028260,삼성물산보통주,삼성물산,SAMSUNG C&T CORPORATION,KR7028260008,KOSPI,KOSPI,주권,-,보통주,100.0,177784107,2014-12-18,KR7028260008,028260,KOSPI
207940,삼성바이오로직스보통주,삼성바이오로직스,SAMSUNG BIOLOGICS,KR7207940008,KOSPI,KOSPI,주권,-,보통주,2500.0,71174000,2016-11-10,KR7207940008,207940,KOSPI
032830,삼성생명보험보통주,삼성생명,Samsung Life Insurance,KR7032830002,KOSPI,KOSPI,주권,-,보통주,500.0,200000000,2010-05-12,KR7032830002,032830,KOSPI
018260,삼성에스디에스보통주,삼성에스디에스,"SAMSUNG SDS CO., LTD.",KR7018260000,KOSPI,KOSPI,주권,-,보통주,500.0,77377800,2014-11-14,KR7018260000,018260,KOSPI
009155,삼성전기1우선주,삼성전기우,SamsungElectroMechanics(1P),KR7009151002,KOSPI,KOSPI,주권,-,구형우선주,5000.0,2906984,1989-10-10,KR7009151002,009155,KOSPI
009150,삼성전기보통주,삼성전기,SamsungElectroMechanics,KR7009150004,KOSPI,KOSPI,주권,-,보통주,5000.0,74693696,1979-02-27,KR7009150004,009150,KOSPI
005935,삼성전자1우선주,삼성전자우,SamsungElectronics(1P),KR7005931001,KOSPI,KOSPI,주권,-,구형우선주,100.0,822886700,1989-09-25,KR7005931001,005935,KOSPI
005930,삼성전자보통주,삼성전자,SamsungElectronics,KR7005930003,KOSPI,KOSPI,주권,-,보통주,100.0,5969782550,1975-06-11,KR7005930003,005930,KOSPI
001360,삼성제약,삼성제약,SAMSUNG PHARMACEUTICAL,KR7001360007,KOSPI,KOSPI,주권,-,보통주,500.0,94162079,1975-07-04,KR7001360007,001360,KOSPI
010140,삼성중공업보통주,삼성중공업,SamsungHeavyIndustries,KR7010140002,KOSPI,KOSPI,주권,-,보통주,1000.0,880000000,1994-01-28,KR7010140002,010140,KOSPI
016360,삼성증권보통주,삼성증권,SamsungSecurities,KR7016360000,KOSPI,KOSPI,주권,-,보통주,5000.0,89300000,1988-03-28,KR7016360000,016360,KOSPI
068290,삼성출판사보통주,삼성출판사,SAMSUNG PUBLISHING,KR7068290006,KOSPI,KOSPI,주권,-,보통주,500.0,10000000,2002-08-05,KR7068290006,068290,KOSPI
029780,삼성카드 보통주,삼성카드,"SAMSUNG CARD CO., LTD.",KR7029780004,KOSPI,KOSPI,주권,-,보통주,5000.0,115858891,2007-06-27,KR7029780004,029780,KOSPI
000815,삼성화재해상보험1우선주,삼성화재우,SamsungFire&MarineInsurance(1P),KR7000811000,KOSPI,KOSPI,주권,-,구형우선주,500.0,3192000,1990-04-10,KR7000811000,000815,KOSPI
000810,삼성화재해상보험보통주,삼성화재,SamsungFire&MarineInsurance,KR7000810002,KOSPI,KOSPI,주권,-,보통주,500.0,47374837,1975-06-30,KR7000810002,000810,KOSPI
006110,삼아알미늄보통주,삼아알미늄,SamaAluminium,KR7006110001,KOSPI,KOSPI,주권,-,보통주,500.0,14711916,1980-12-05,KR7006110001,006110,KOSPI
145995,삼양사1우선주,삼양사우,Samyang Corporation(1P),KR7145991006,KOSPI,KOSPI,주권,-,구형우선주,5000.0,370070,2011-12-05,KR7145991006,145995,KOSPI
145990,삼양사보통주,삼양사,Samyang Corporation,KR7145990008,KOSPI,KOSPI,주권,-,보통주,5000.0,10313449,2011-12-05,KR7145990008,145990,KOSPI
003230,삼양식품보통주,삼양식품,SamyangFoods,KR7003230000,KOSPI,KOSPI,주권,-,보통주,5000.0,7533015,1975-06-30,KR7003230000,003230,KOSPI
002170,삼양통상보통주,삼양통상,SamyangTongsang,KR7002170009,KOSPI,KOSPI,주권,-,보통주,5000.0,3000000,1989-11-10,KR7002170009,002170,KOSPI
272550,삼양패키징보통주,삼양패키징,SAMYANG PACKAGING,KR7272550005,KOSPI,KOSPI,주권,-,보통주,5000.0,15788671,2017-11-29,KR7272550005,272550,KOSPI
000075,삼양홀딩스1우선주,삼양홀딩스우,SAMYANGHOLDINGS(1P),KR7000071001,KOSPI,KOSPI,주권,-,구형우선주,5000.0,304058,1992-02-21,KR7000071001,000075,KOSPI
000070,삼양홀딩스보통주,삼양홀딩스,SAMYANGHOLDINGS,KR7000070003,KOSPI,KOSPI,주권,-,보통주,5000.0,8564271,1968-12-27,KR7000070003,000070,KOSPI
002810,삼영무역보통주,삼영무역,SamyungTrading,KR7002810000,KOSPI,KOSPI,주권,-,보통주,500.0,18466948,1988-03-28,KR7002810000,002810,KOSPI
003720,삼영보통주,삼영,SAMYOUNG,KR7003720000,KOSPI,KOSPI,주권,-,보통주,500.0,34000000,1976-06-30,KR7003720000,003720,KOSPI
005680,삼영전자공업보통주,삼영전자,SamyoungElectronics,KR7005680004,KOSPI,KOSPI,주권,-,보통주,500.0,20000000,1976-12-28,KR7005680004,005680,KOSPI
023000,삼원강재 보통주,삼원강재,"SAMWONSTEEL Co., Ltd.",KR7023000003,KOSPI,KOSPI,주권,-,보통주,500.0,40000000,2011-07-22,KR7023000003,023000,KOSPI
004380,삼익THK보통주,삼익THK,SAMICK THK,KR7004380002,KOSPI,KOSPI,주권,-,보통주,500.0,21000000,1989-09-26,KR7004380002,004380,KOSPI
002450,삼익악기보통주,삼익악기,SamickMusicalInstruments,KR7002450005,KOSPI,KOSPI,주권,-,보통주,500.0,90530915,1988-09-30,KR7002450005,002450,KOSPI
004440,삼일씨엔에스보통주,삼일씨엔에스,SAMIL C&S,KR7004440004,KOSPI,KOSPI,주권,-,보통주,1000.0,12731947,2016-03-30,KR7004440004,004440,KOSPI
000520,삼일제약보통주,삼일제약,SamilPharmaceutical,KR7000520007,KOSPI,KOSPI,주권,-,보통주,500.0,21137035,1985-05-29,KR7000520007,000520,KOSPI
009770,삼정펄프 보통주,삼정펄프,"SAM JUNG PULP CO,.LTD.",KR7009770009,KOSPI,KOSPI,주권,-,보통주,5000.0,2499971,2006-10-17,KR7009770009,009770,KOSPI
005500,삼진제약보통주,삼진제약,SamjinPharmaceutical,KR7005500004,KOSPI,KOSPI,주권,-,보통주,1000.0,13900000,1988-06-18,KR7005500004,005500,KOSPI
004690,삼천리보통주,삼천리,Samchully,KR7004690004,KOSPI,KOSPI,주권,-,보통주,5000.0,4055025,1976-12-23,KR7004690004,004690,KOSPI
010960,삼호개발 보통주,삼호개발,"Samho Development Co., Ltd.",KR7010960003,KOSPI,KOSPI,주권,-,보통주,500.0,25000000,2005-05-12,KR7010960003,010960,KOSPI
004450,삼화왕관보통주,삼화왕관,SamhwaCrown&Closure,KR7004450003,KOSPI,KOSPI,주권,-,보통주,5000.0,2154379,1976-05-28,KR7004450003,004450,KOSPI
009470,삼화전기보통주,삼화전기,SamwhaElectric,KR7009470006,KOSPI,KOSPI,주권,-,보통주,1000.0,6613820,1986-11-24,KR7009470006,009470,KOSPI
011230,삼화전자공업보통주,삼화전자,SamwhaElectronics,KR7011230000,KOSPI,KOSPI,주권,-,보통주,1000.0,16902700,1987-05-25,KR7011230000,011230,KOSPI
001820,삼화콘덴서공업보통주,삼화콘덴서,SamwhaCapacitor,KR7001820000,KOSPI,KOSPI,주권,-,보통주,1000.0,10395000,1976-06-26,KR7001820000,001820,KOSPI
000390,삼화페인트공업보통주,삼화페인트,SamhwaPaintIndustrial,KR7000390005,KOSPI,KOSPI,주권,-,보통주,500.0,27203469,1993-09-10,KR7000390005,000390,KOSPI
001290,상상인증권보통주,상상인증권,SANGSANGININVESTMENT&SECURITIES,KR7001290006,KOSPI,KOSPI,주권,-,보통주,1000.0,108337120,1988-09-23,KR7001290006,001290,KOSPI
041650,상신브레이크보통주,상신브레이크,SANGSINBRAKE,KR7041650003,KOSPI,KOSPI,주권,-,보통주,500.0,21471450,2004-10-27,KR7041650003,041650,KOSPI
075180,새론오토모티브,새론오토모티브,SaeronAutomotiveCorporation,KR7075180000,KOSPI,KOSPI,주권,-,보통주,500.0,19200000,2005-10-21,KR7075180000,075180,KOSPI
007540,샘표보통주,샘표,SEMPIO,KR7007540008,KOSPI,KOSPI,주권,-,보통주,1000.0,2875800,1976-06-29,KR7007540008,007540,KOSPI
248170,샘표식품보통주,샘표식품,SEMPIO FOODS,KR7248170003,KOSPI,KOSPI,주권,-,보통주,500.0,4568286,2016-08-09,KR7248170003,248170,KOSPI
007860,서연보통주,서연,SEOYON,KR7007860000,KOSPI,KOSPI,주권,-,보통주,500.0,23479844,1989-09-09,KR7007860000,007860,KOSPI
200880,서연이화보통주,서연이화,SEOYONEHWA,KR7200880003,KOSPI,KOSPI,주권,-,보통주,500.0,27028437,2014-08-08,KR7200880003,200880,KOSPI
017390,서울도시가스보통주,서울가스,SeoulCityGas,KR7017390006,KOSPI,KOSPI,주권,-,보통주,5000.0,5000000,1995-08-18,KR7017390006,017390,KOSPI
004415,서울식품공업1우선주,서울식품우,SeoulFoodInd(1P),KR7004411005,KOSPI,KOSPI,주권,-,구형우선주,100.0,2224500,1989-05-22,KR7004411005,004415,KOSPI
004410,서울식품공업보통주,서울식품,SeoulFoodInd,KR7004410007,KOSPI,KOSPI,주권,-,보통주,100.0,374755559,1973-12-28,KR7004410007,004410,KOSPI
021050,서원보통주,서원,Seowon,KR7021050000,KOSPI,KOSPI,주권,-,보통주,500.0,47474590,1996-01-30,KR7021050000,021050,KOSPI
008490,서흥보통주,서흥,SUHEUNG,KR7008490005,KOSPI,KOSPI,주권,-,보통주,500.0,11569113,1990-03-27,KR7008490005,008490,KOSPI
007610,선도전기보통주,선도전기,SeondoElectric,KR7007610009,KOSPI,KOSPI,주권,-,보통주,500.0,18000000,1989-11-30,KR7007610009,007610,KOSPI
002820,선앤엘보통주,SUN&L,SUN&L,KR7002820009,KOSPI,KOSPI,주권,-,보통주,1000.0,12607989,1976-05-22,KR7002820009,002820,KOSPI
136490,선진보통주,선진,"SUNJIN Co., Ltd",KR7136490000,KOSPI,KOSPI,주권,-,보통주,500.0,23779604,2011-02-16,KR7136490000,136490,KOSPI
014915,성문전자1우선주,성문전자우,SungmoonElectronics(1P),KR7014911002,KOSPI,KOSPI,주권,-,구형우선주,500.0,600000,1990-03-24,KR7014911002,014915,KOSPI
014910,성문전자보통주,성문전자,SungmoonElectronics,KR7014910004,KOSPI,KOSPI,주권,-,보통주,500.0,22460985,1990-03-24,KR7014910004,014910,KOSPI
003080,성보화학보통주,성보화학,SungboChemical,KR7003080009,KOSPI,KOSPI,주권,-,보통주,500.0,20020000,1976-12-23,KR7003080009,003080,KOSPI
004985,성신양회1우선주,성신양회우,SungshinCement(1P),KR7004981007,KOSPI,KOSPI,주권,-,구형우선주,5000.0,735645,1988-12-21,KR7004981007,004985,KOSPI
004980,성신양회보통주,성신양회,SungshinCement,KR7004980009,KOSPI,KOSPI,주권,-,보통주,5000.0,24516073,1976-06-30,KR7004980009,004980,KOSPI
011300,성안머티리얼스보통주,성안머티리얼스,SEONG AN Materials,KR7011300001,KOSPI,KOSPI,주권,-,보통주,500.0,73294008,1995-11-10,KR7011300001,011300,KOSPI
000180,성창기업지주보통주,성창기업지주,SungchangEnterpriseHoldings,KR7000180000,KOSPI,KOSPI,주권,-,보통주,500.0,69751600,1976-06-02,KR7000180000,000180,KOSPI
002420,세기상사보통주,세기상사,TheCentury,KR7002420008,KOSPI,KOSPI,주권,-,보통주,500.0,5558848,1968-12-27,KR7002420008,002420,KOSPI
004365,세방1우선주,세방우,SEBANG(1P),KR7004361002,KOSPI,KOSPI,주권,-,구형우선주,500.0,3689250,1989-10-21,KR7004361002,004365,KOSPI
004360,세방보통주,세방,SEBANG,KR7004360004,KOSPI,KOSPI,주권,-,보통주,500.0,19308690,1977-05-19,KR7004360004,004360,KOSPI
004490,세방전지보통주,세방전지,SEBANG GLOBAL BATTERY,KR7004490009,KOSPI,KOSPI,주권,-,보통주,500.0,14000000,1987-11-28,KR7004490009,004490,KOSPI
001430,세아베스틸지주보통주,세아베스틸지주,SeAH Besteel Holdings Corporation,KR7001430008,KOSPI,KOSPI,주권,-,보통주,5000.0,35862119,1991-03-12,KR7001430008,001430,KOSPI
306200,세아제강보통주,세아제강,SeAH Steel Corporation,KR7306200007,KOSPI,KOSPI,주권,-,보통주,5000.0,2836300,2018-10-05,KR7306200007,306200,KOSPI
003030,세아제강지주보통주,세아제강지주,SeAH Steel Holdings Corporation,KR7003030004,KOSPI,KOSPI,주권,-,보통주,5000.0,4141657,1969-05-13,KR7003030004,003030,KOSPI
019440,세아특수강보통주,세아특수강,SeAH SPECIAL STEEL,KR7019440007,KOSPI,KOSPI,주권,-,보통주,5000.0,8570000,2011-06-01,KR7019440007,019440,KOSPI
058650,세아홀딩스보통주,세아홀딩스,SeAHHoldings,KR7058650003,KOSPI,KOSPI,주권,-,보통주,5000.0,4000000,2001-07-30,KR7058650003,058650,KOSPI
013000,세우글로벌보통주,세우글로벌,Sewooglobal,KR7013000005,KOSPI,KOSPI,주권,-,보통주,500.0,28705031,1989-09-05,KR7013000005,013000,KOSPI
091090,세원이앤씨보통주,세원이앤씨,"SEWON E&C CO.,LTD.",KR7091090001,KOSPI,KOSPI,주권,-,보통주,500.0,43180255,2006-07-31,KR7091090001,091090,KOSPI
021820,세원정공보통주,세원정공,SewonPrecisionIndustry,KR7021820006,KOSPI,KOSPI,주권,-,보통주,500.0,10000000,1996-07-03,KR7021820006,021820,KOSPI
067830,세이브존I&C보통주,세이브존I&C,SAVEZONEI&C,KR7067830000,KOSPI,KOSPI,주권,-,보통주,1000.0,41040895,2002-07-25,KR7067830000,067830,KOSPI
075580,세진중공업보통주,세진중공업,"SEJIN HEAVY INDUSTRIES CO., LTD.",KR7075580001,KOSPI,KOSPI,주권,-,보통주,500.0,56849456,2015-11-30,KR7075580001,075580,KOSPI
068270,셀트리온보통주,셀트리온,Celltrion,KR7068270008,KOSPI,KOSPI,주권,-,보통주,1000.0,216993223,2018-02-09,KR7068270008,068270,KOSPI
33637K,솔루스첨단소재1우선주,솔루스첨단소재1우,Solus Advanced Materials(1P),KR733637K010,KOSPI,KOSPI,주권,-,구형우선주,100.0,16908766,2019-10-18,KR733637K010,33637K,KOSPI
33637L,솔루스첨단소재2우선주(신형),솔루스첨단소재2우B,Solus Advanced Materials(2PB),KR733637K028,KOSPI,KOSPI,주권,-,신형우선주,100.0,3778296,2019-10-18,KR733637K028,33637L,KOSPI
336370,솔루스첨단소재보통주,솔루스첨단소재,Solus Advanced Materials,KR7336370002,KOSPI,KOSPI,주권,-,보통주,100.0,70217344,2019-10-18,KR7336370002,336370,KOSPI
248070,솔루엠보통주,솔루엠,SOLUM,KR7248070005,KOSPI,KOSPI,주권,-,보통주,500.0,50005551,2021-02-02,KR7248070005,248070,KOSPI
004430,송원산업보통주,송원산업,SongwonIndustrial,KR7004430005,KOSPI,KOSPI,주권,-,보통주,500.0,24000000,1977-06-25,KR7004430005,004430,KOSPI
126720,수산인더스트리보통주,수산인더스트리,Soosan Industries,KR7126720002,KOSPI,KOSPI,주권,-,보통주,200.0,14286000,2022-08-01,KR7126720002,126720,KOSPI
017550,수산중공업보통주,수산중공업,SoosanHeavyIndustries,KR7017550005,KOSPI,KOSPI,주권,-,보통주,500.0,62399130,1991-08-30,KR7017550005,017550,KOSPI
204210,스타에스엠자기관리부동산투자회사보통주,스타에스엠리츠,STAR SM Real Estate Investment Trust Incorporated,KR7204210009,KOSPI,KOSPI,부동산투자회사,-,보통주,5000.0,7826815,2016-09-22,KR7204210009,204210,KOSPI
026890,스틱인베스트먼트보통주,스틱인베스트먼트,"STIC Investments, Inc.",KR7026890004,KOSPI,KOSPI,주권,-,보통주,500.0,41678175,1997-11-25,KR7026890004,026890,KOSPI
134790,시디즈보통주,시디즈,"Sidiz,Inc",KR7134790005,KOSPI,KOSPI,주권,-,보통주,500.0,2000000,2011-01-25,KR7134790005,134790,KOSPI
000480,시알홀딩스보통주,CR홀딩스,CR Holdings,KR7000480004,KOSPI,KOSPI,주권,-,보통주,500.0,46890490,1978-06-30,KR7000480004,000480,KOSPI
462870,시프트업보통주,시프트업,SHIFT UP,KR7462870007,KOSPI,KOSPI,주권,-,보통주,200.0,58025720,2024-07-11,KR7462870007,462870,KOSPI
016590,신대양제지보통주,신대양제지,ShindaeyangPaper,KR7016590002,KOSPI,KOSPI,주권,-,보통주,500.0,40297820,1995-12-21,KR7016590002,016590,KOSPI
029530,신도리코보통주,신도리코,SINDOH,KR7029530003,KOSPI,KOSPI,주권,-,보통주,5000.0,10080029,1996-12-24,KR7029530003,029530,KOSPI
004970,신라교역보통주,신라교역,Silla,KR7004970000,KOSPI,KOSPI,주권,-,보통주,500.0,16000000,1976-06-30,KR7004970000,004970,KOSPI
011930,신성이엔지보통주,신성이엔지,SHINSUNG E&G,KR7011930005,KOSPI,KOSPI,주권,-,보통주,500.0,205848151,1996-07-31,KR7011930005,011930,KOSPI
005390,신성통상보통주,신성통상,ShinsungTongsang,KR7005390000,KOSPI,KOSPI,주권,-,보통주,500.0,143708390,1975-12-22,KR7005390000,005390,KOSPI
034300,신세계건설,신세계건설,ShinsegaeEngineering&Construction,KR7034300004,KOSPI,KOSPI,주권,-,보통주,5000.0,7760554,2002-06-17,KR7034300004,034300,KOSPI
004170,신세계보통주,신세계,"Shinsegae Co.,Ltd",KR7004170007,KOSPI,KOSPI,주권,-,보통주,5000.0,9845181,1985-08-19,KR7004170007,004170,KOSPI
035510,신세계아이앤씨 보통주,신세계 I&C,SHINSEGAE INFORMATION & COMMUNICATION Co,KR7035510007,KOSPI,KOSPI,주권,-,보통주,500.0,17200000,2006-05-18,KR7035510007,035510,KOSPI
031430,신세계인터내셔날보통주,신세계인터내셔날,SHINSEGAE INTERNATIONAL,KR7031430002,KOSPI,KOSPI,주권,-,보통주,1000.0,35700000,2011-07-14,KR7031430002,031430,KOSPI
031440,신세계푸드보통주,신세계푸드,SHINSEGAE FOOD,KR7031440001,KOSPI,KOSPI,주권,-,보통주,5000.0,3872480,2010-04-29,KR7031440001,031440,KOSPI
006880,신송홀딩스보통주,신송홀딩스,SINGSONGHOLDINGS,KR7006880009,KOSPI,KOSPI,주권,-,보통주,500.0,11828858,2013-11-21,KR7006880009,006880,KOSPI
005800,신영와코루보통주,신영와코루,ShinyoungWacoal,KR7005800008,KOSPI,KOSPI,주권,-,보통주,500.0,9000000,1976-12-28,KR7005800008,005800,KOSPI
001720,신영증권보통주,신영증권,ShinyoungSecurities,KR7001720002,KOSPI,KOSPI,주권,-,보통주,5000.0,16440000,1987-08-24,KR7001720002,001720,KOSPI
009270,신원보통주,신원,Shinwon,KR7009270000,KOSPI,KOSPI,주권,-,보통주,500.0,102586356,1988-08-24,KR7009270000,009270,KOSPI
002700,신일전자보통주,신일전자,SHINIL ELECTRONICS,KR7002700003,KOSPI,KOSPI,주권,-,보통주,500.0,71047521,1975-09-30,KR7002700003,002700,KOSPI
002870,신풍보통주,신풍,SHINPOONG INC.,KR7002870004,KOSPI,KOSPI,주권,-,보통주,500.0,34958700,1976-06-30,KR7002870004,002870,KOSPI
019175,신풍제약1우선주,신풍제약우,ShinpoongPharmaceutical(1P),KR7019171008,KOSPI,KOSPI,주권,-,구형우선주,500.0,2200000,1990-01-20,KR7019171008,019175,KOSPI
019170,신풍제약보통주,신풍제약,ShinpoongPharmaceutical,KR7019170000,KOSPI,KOSPI,주권,-,보통주,500.0,52984990,1990-01-20,KR7019170000,019170,KOSPI
481850,신한글로벌액티브리츠보통주,신한글로벌액티브리츠,Shinhan Global Active REIT,KR7481850006,KOSPI,KOSPI,부동산투자회사,-,보통주,1000.0,43477664,2024-07-01,KR7481850006,481850,KOSPI
055550,신한금융지주회사보통주,신한지주,"ShinhanFinancialGroup Co.,Ltd.",KR7055550008,KOSPI,KOSPI,주권,-,보통주,5000.0,509393214,2001-09-10,KR7055550008,055550,KOSPI
404990,신한서부티엔디리츠보통주,신한서부티엔디리츠,SHINHAN SEOBU T&D REIT,KR7404990004,KOSPI,KOSPI,부동산투자회사,-,보통주,1000.0,55955884,2021-12-10,KR7404990004,404990,KOSPI
293940,신한알파리츠보통주,신한알파리츠,Shinhan Alpha REIT,KR7293940003,KOSPI,KOSPI,부동산투자회사,-,보통주,1000.0,88100123,2018-08-08,KR7293940003,293940,KOSPI
004080,신흥보통주,신흥,Shinhung,KR7004080008,KOSPI,KOSPI,주권,-,보통주,500.0,9500000,1991-02-08,KR7004080008,004080,KOSPI
102280,쌍방울,쌍방울,SBW,KR7102280005,KOSPI,KOSPI,주권,-,보통주,500.0,262592129,2008-06-10,KR7102280005,102280,KOSPI
004770,써니전자보통주,써니전자,SunnyElectronics,KR7004770004,KOSPI,KOSPI,주권,-,보통주,500.0,36702884,1987-04-22,KR7004770004,004770,KOSPI
403550,쏘카보통주,쏘카,SOCAR,KR7403550007,KOSPI,KOSPI,주권,-,보통주,100.0,32804902,2022-08-22,KR7403550007,403550,KOSPI
004920,씨아이테크보통주,씨아이테크,CITECH,KR7004920005,KOSPI,KOSPI,주권,-,보통주,500.0,50065793,1989-11-30,KR7004920005,004920,KOSPI
112610,씨에스윈드보통주,씨에스윈드,CS Wind Corporation,KR7112610001,KOSPI,KOSPI,주권,-,보통주,500.0,42171403,2014-11-27,KR7112610001,112610,KOSPI
000120,씨제이대한통운보통주,CJ대한통운,CJ LOGISTICS,KR7000120006,KOSPI,KOSPI,주권,-,보통주,5000.0,22812344,1956-07-02,KR7000120006,000120,KOSPI
079160,씨제이씨지브이 보통주,CJ CGV,CJ CGV,KR7079160008,KOSPI,KOSPI,주권,-,보통주,500.0,165579451,2004-12-24,KR7079160008,079160,KOSPI
097955,씨제이제일제당 주식회사 1우선주,CJ제일제당 우,CJ CheilJedang Corp(1P),KR7097951008,KOSPI,KOSPI,주권,-,구형우선주,5000.0,1327433,2007-09-28,KR7097951008,097955,KOSPI
097950,씨제이제일제당 주식회사 보통주,CJ제일제당,CJ CheilJedang Corp,KR7097950000,KOSPI,KOSPI,주권,-,보통주,5000.0,15054186,2007-09-28,KR7097950000,097950,KOSPI
308170,씨티알모빌리티보통주,씨티알모빌리티,"CTR Mobility Co.,Ltd.",KR7308170000,KOSPI,KOSPI,주권,-,보통주,500.0,8610000,2019-11-25,KR7308170000,308170,KOSPI
008700,아남전자보통주,아남전자,AnamElectronics,KR7008700007,KOSPI,KOSPI,주권,-,보통주,500.0,77124820,1984-08-11,KR7008700007,008700,KOSPI
002795,아모레G1우선주,아모레G우,AmoreG(1P),KR7002791002,KOSPI,KOSPI,주권,-,구형우선주,500.0,6443770,1989-06-30,KR7002791002,002795,KOSPI
00279K,아모레G3우선주(전환),아모레G3우(전환),AMOREG(3PC),KR700279K010,KOSPI,KOSPI,주권,-,신형우선주,500.0,7092200,2019-12-26,KR700279K010,00279K,KOSPI
002790,아모레G보통주,아모레G,AmoreG,KR7002790004,KOSPI,KOSPI,주권,-,보통주,500.0,82458180,1973-04-30,KR7002790004,002790,KOSPI
090435,아모레퍼시픽 1우선주,아모레퍼시픽우,AMOREPACIFIC CORPORATION(1P),KR7090431008,KOSPI,KOSPI,주권,-,구형우선주,500.0,10557830,2006-06-29,KR7090431008,090435,KOSPI
090430,아모레퍼시픽 보통주,아모레퍼시픽,AMOREPACIFIC CORPORATION,KR7090430000,KOSPI,KOSPI,주권,-,보통주,500.0,58492759,2006-06-29,KR7090430000,090430,KOSPI
002030,아세아보통주,아세아,ASIA HOLDINGS,KR7002030005,KOSPI,KOSPI,주권,-,보통주,5000.0,2115648,1974-06-03,KR7002030005,002030,KOSPI
183190,아세아시멘트보통주,아세아시멘트,ASIACEMENT,KR7183190008,KOSPI,KOSPI,주권,-,보통주,500.0,38501886,2013-11-06,KR7183190008,183190,KOSPI
002310,아세아제지보통주,아세아제지,AsiaPaperManufacturing,KR7002310001,KOSPI,KOSPI,주권,-,보통주,1000.0,44782510,1988-12-15,KR7002310001,002310,KOSPI
012170,아센디오보통주,아센디오,Ascendio,KR7012170007,KOSPI,KOSPI,주권,-,보통주,500.0,103569488,1989-12-20,KR7012170007,012170,KOSPI
267850,아시아나IDT보통주,아시아나IDT,AsianaIDT,KR7267850006,KOSPI,KOSPI,주권,-,보통주,500.0,11100000,2018-11-23,KR7267850006,267850,KOSPI
020560,아시아나항공 보통주,아시아나항공,Asiana Airlines,KR7020560009,KOSPI,KOSPI,주권,-,보통주,5000.0,74411764,2008-03-28,KR7020560009,020560,KOSPI
122900,아이마켓코리아보통주,아이마켓코리아,iMarketKorea Inc.,KR7122900004,KOSPI,KOSPI,주권,-,보통주,500.0,33428840,2010-07-30,KR7122900004,122900,KOSPI
